species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,,37.8,18.1,193.0,3750.0,MALE
Chinstrap,Dream,46.0,18.9,195.0,4150.0,FEMALE
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE
Adelie,Dream,36.2,17.3,187.0,,FEMALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE
Adelie,Torgersen,,18.6,189.0,3325.0,MALE
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE
Adelie,Biscoe,35.0,17.9,,3450.0,FEMALE
Gentoo,Biscoe,,,219.0,5250.0,MALE
Adelie,Biscoe,,20.7,191.0,3900.0,FEMALE
Adelie,Biscoe,40.6,18.8,193.0,3800.0,MALE
Adelie,Dream,36.3,19.5,190.0,3800.0,
Adelie,Dream,37.3,16.8,192.0,3000.0,FEMALE
,Biscoe,48.5,14.1,220.0,5300.0,MALE
Adelie,Biscoe,36.4,17.1,184.0,2850.0,FEMALE
Chinstrap,Dream,50.0,19.5,196.0,3900.0,
Gentoo,Biscoe,47.3,13.8,216.0,,
Chinstrap,Dream,45.9,,190.0,3575.0,
,Biscoe,34.5,,187.0,2900.0,
,Biscoe,50.0,15.2,,5700.0,
Adelie,Biscoe,,18.7,180.0,3600.0,
Chinstrap,Dream,50.5,19.6,201.0,,MALE
,Biscoe,49.1,,212.0,,FEMALE
Chinstrap,Dream,50.2,18.7,198.0,3775.0,
,Dream,49.8,17.3,198.0,,FEMALE
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE
Adelie,Biscoe,42.2,19.5,197.0,4275.0,MALE
Chinstrap,Dream,53.5,19.9,205.0,4500.0,MALE
Gentoo,Biscoe,,15.1,209.0,5500.0,MALE
,,50.5,15.2,,,FEMALE
Adelie,Biscoe,37.7,16.0,183.0,3075.0,FEMALE
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE
Gentoo,,47.6,14.5,215.0,5400.0,MALE
,Dream,41.1,19.0,182.0,3425.0,MALE
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE
Adelie,Dream,38.3,19.2,189.0,3950.0,MALE
Adelie,Torgersen,42.5,20.7,197.0,4500.0,MALE
,Dream,45.9,17.1,,,
Adelie,Dream,43.2,18.5,192.0,,MALE
Chinstrap,Dream,,18.2,197.0,3750.0,MALE
,Biscoe,,16.8,230.0,5700.0,MALE
Adelie,Dream,39.2,21.1,196.0,4150.0,MALE
,Dream,52.7,19.8,197.0,3725.0,MALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,
Gentoo,Biscoe,53.4,,219.0,5500.0,MALE
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE
Adelie,,37.2,18.1,,3900.0,
Adelie,Dream,36.0,17.1,187.0,3700.0,FEMALE
,Biscoe,50.4,15.7,222.0,5750.0,MALE
Adelie,,,18.8,193.0,3800.0,MALE
,Dream,45.7,17.0,195.0,3650.0,
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE
Chinstrap,Dream,,17.0,195.0,3650.0,FEMALE
Gentoo,Biscoe,,14.1,,5300.0,MALE
Adelie,Biscoe,42.7,18.3,196.0,4075.0,MALE
Adelie,Biscoe,39.6,,186.0,3500.0,FEMALE
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE
Gentoo,Biscoe,,14.5,,,
,Biscoe,49.1,,212.0,,FEMALE
Adelie,Biscoe,40.1,18.9,188.0,4300.0,MALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,
Chinstrap,Dream,50.0,19.5,196.0,,
,Dream,36.6,,184.0,3475.0,FEMALE
,Dream,38.9,18.8,,3600.0,
Adelie,Torgersen,45.8,,,4150.0,MALE
Adelie,Dream,37.5,,179.0,2975.0,
Adelie,Torgersen,35.5,17.5,190.0,3700.0,FEMALE
Gentoo,Biscoe,47.4,,212.0,4725.0,FEMALE
,Dream,,20.7,210.0,4800.0,MALE
Chinstrap,Dream,42.4,17.3,181.0,,FEMALE
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,
,Dream,45.4,18.7,188.0,3525.0,FEMALE
Adelie,Dream,33.1,16.1,178.0,2900.0,
,,50.4,15.3,224.0,5550.0,MALE
,Biscoe,38.6,17.2,199.0,3750.0,FEMALE
Adelie,,34.0,17.1,185.0,3400.0,FEMALE
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE
Chinstrap,Dream,46.7,17.9,195.0,,FEMALE
Adelie,Dream,44.1,19.7,196.0,4400.0,MALE
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,MALE
Adelie,Biscoe,38.8,17.2,180.0,,MALE
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE
,Dream,49.6,18.2,193.0,3775.0,MALE
Adelie,Biscoe,38.8,17.2,180.0,,MALE
Chinstrap,Dream,50.2,,198.0,3775.0,FEMALE
,Dream,49.2,18.2,195.0,4400.0,MALE
Gentoo,Biscoe,48.8,16.2,222.0,,MALE
Gentoo,Biscoe,47.3,13.8,216.0,,
,Dream,49.7,18.6,195.0,3600.0,MALE
Adelie,Torgersen,41.4,18.5,202.0,,MALE
Gentoo,Biscoe,,14.4,217.0,4900.0,FEMALE
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE
Adelie,,35.0,17.9,190.0,3450.0,FEMALE
Adelie,Biscoe,38.6,17.2,199.0,3750.0,FEMALE
Adelie,Torgersen,,,198.0,3500.0,MALE
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE
Adelie,Torgersen,44.1,18.0,,4000.0,
Chinstrap,,47.5,16.8,199.0,,FEMALE
Gentoo,Biscoe,43.3,14.0,,4575.0,FEMALE
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE
,,50.4,15.3,224.0,5550.0,MALE
,Dream,45.7,17.0,195.0,3650.0,FEMALE
Adelie,Biscoe,35.3,,187.0,3800.0,FEMALE
,Biscoe,46.3,15.8,,5050.0,MALE
Adelie,Biscoe,45.6,20.3,,4600.0,MALE
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE
,Torgersen,41.8,,198.0,4450.0,MALE
Chinstrap,,52.0,,210.0,,MALE
Chinstrap,Dream,,18.1,202.0,3400.0,FEMALE
Gentoo,,45.5,14.5,212.0,,
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE
Gentoo,Biscoe,,13.5,210.0,4150.0,FEMALE
Adelie,Biscoe,,17.7,193.0,3200.0,FEMALE
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE
Adelie,Torgersen,42.1,,195.0,4000.0,MALE
Gentoo,Biscoe,46.1,15.1,215.0,,MALE
Adelie,Dream,38.8,,,3950.0,MALE
Gentoo,Biscoe,49.9,16.1,,5400.0,MALE
Gentoo,,,,221.0,5000.0,MALE
Adelie,Dream,,,190.0,3450.0,
Chinstrap,Dream,49.7,18.6,195.0,3600.0,MALE
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
,Dream,36.9,18.6,189.0,3500.0,FEMALE
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,
Adelie,Torgersen,39.1,18.7,181.0,3750.0,
Gentoo,Biscoe,43.4,,218.0,4600.0,FEMALE
Adelie,Dream,43.2,18.5,192.0,4100.0,MALE
Adelie,,39.0,,185.0,,MALE
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE
Chinstrap,,45.2,,,3950.0,FEMALE
Chinstrap,Dream,46.6,17.8,193.0,,FEMALE
Gentoo,Biscoe,44.5,14.3,216.0,,
,Biscoe,48.2,15.6,,5100.0,MALE
Gentoo,,45.5,15.0,220.0,5000.0,MALE
Adelie,Dream,40.7,17.0,190.0,3725.0,MALE
Gentoo,Biscoe,50.0,15.3,220.0,,MALE
Adelie,Dream,36.2,17.3,187.0,3300.0,FEMALE
Chinstrap,Dream,,18.8,203.0,4100.0,MALE
Chinstrap,Dream,51.0,18.8,,4100.0,MALE
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE
Chinstrap,Dream,50.5,18.4,200.0,3400.0,FEMALE
Adelie,Torgersen,,17.9,190.0,3325.0,FEMALE
,Dream,52.7,19.8,197.0,3725.0,MALE
Chinstrap,Dream,45.2,17.8,198.0,3950.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE
Adelie,Dream,37.3,16.8,,3000.0,
,Dream,51.7,20.3,,3775.0,MALE
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE
,Torgersen,38.8,17.6,191.0,3275.0,
Adelie,Dream,,,193.0,4250.0,MALE
Adelie,Dream,42.2,18.5,180.0,,FEMALE
,Dream,40.7,17.0,,3725.0,MALE
Chinstrap,Dream,46.9,16.6,192.0,2700.0,FEMALE
Gentoo,,46.1,,215.0,5100.0,MALE
Adelie,Torgersen,,,198.0,3500.0,MALE
Adelie,Dream,43.2,18.5,,4100.0,
Adelie,Torgersen,39.7,18.4,190.0,3900.0,MALE
Gentoo,Biscoe,,15.1,209.0,5500.0,
Adelie,Biscoe,42.2,,,4275.0,
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Gentoo,Biscoe,48.5,15.0,,,FEMALE
Adelie,Biscoe,39.7,17.7,193.0,3200.0,FEMALE
Gentoo,Biscoe,44.0,,208.0,,FEMALE
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,MALE
Adelie,Dream,36.4,17.0,195.0,3325.0,FEMALE
Adelie,Dream,39.7,17.9,193.0,4250.0,
Adelie,,,17.1,193.0,3400.0,FEMALE
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,FEMALE
Adelie,Biscoe,42.7,18.3,196.0,4075.0,MALE
Gentoo,Biscoe,,14.2,210.0,4850.0,FEMALE
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,
Adelie,Biscoe,35.9,19.2,189.0,3800.0,FEMALE
Chinstrap,Dream,,17.0,,3650.0,FEMALE
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE
Adelie,,37.8,17.1,186.0,3300.0,
Chinstrap,,48.5,17.5,191.0,,MALE
Gentoo,Biscoe,46.2,14.1,,4375.0,
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE
Gentoo,Biscoe,,,,,
Adelie,Dream,36.2,17.3,187.0,3300.0,
Adelie,Torgersen,44.1,18.0,210.0,4000.0,MALE
Adelie,Dream,,21.2,191.0,4150.0,MALE
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,
Gentoo,Biscoe,41.7,14.7,,4700.0,FEMALE
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE
Chinstrap,,46.0,18.9,195.0,,FEMALE
Chinstrap,Dream,46.1,,178.0,3250.0,FEMALE
Gentoo,,43.4,14.4,218.0,4600.0,FEMALE
Adelie,Torgersen,38.5,17.9,190.0,3325.0,FEMALE
Chinstrap,Dream,46.0,18.9,195.0,4150.0,FEMALE
Adelie,Torgersen,40.6,19.0,199.0,4000.0,MALE
,Dream,49.6,18.2,193.0,,MALE
Chinstrap,Dream,,,197.0,3450.0,MALE
Chinstrap,Dream,,17.5,,3650.0,
Adelie,Dream,36.6,18.4,184.0,3475.0,FEMALE
Gentoo,Biscoe,40.9,13.7,214.0,,FEMALE
Adelie,,39.7,,193.0,3200.0,FEMALE
Adelie,Biscoe,42.0,19.5,200.0,,MALE
Chinstrap,,49.0,19.5,210.0,3950.0,MALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE
,Dream,49.2,18.2,195.0,4400.0,MALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Chinstrap,Dream,,17.8,193.0,3800.0,FEMALE
Chinstrap,Dream,50.5,18.4,,3400.0,
Adelie,Dream,39.5,17.8,188.0,3300.0,FEMALE
Adelie,Biscoe,38.2,20.0,190.0,3900.0,
Gentoo,Biscoe,50.4,,222.0,5750.0,MALE
Adelie,Dream,38.8,,190.0,3950.0,MALE
Adelie,Biscoe,37.6,17.0,185.0,3600.0,FEMALE
Adelie,Biscoe,41.3,21.1,195.0,4400.0,MALE
Adelie,Torgersen,38.6,21.2,191.0,3800.0,
Adelie,,38.3,19.2,189.0,,MALE
,Biscoe,48.8,16.2,222.0,6000.0,MALE
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,MALE
Adelie,Biscoe,42.0,,,4050.0,MALE
Adelie,Biscoe,40.6,,193.0,3800.0,MALE
Gentoo,,,14.4,210.0,4400.0,FEMALE
Adelie,Biscoe,35.9,19.2,189.0,3800.0,FEMALE
Adelie,Torgersen,,19.2,,3500.0,MALE
Adelie,Torgersen,,19.4,184.0,3900.0,MALE
Chinstrap,Dream,,16.4,199.0,3325.0,FEMALE
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE
Adelie,Dream,33.1,16.1,178.0,2900.0,FEMALE
Adelie,Torgersen,37.7,19.8,,3500.0,MALE
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,MALE
Adelie,Torgersen,,17.3,180.0,3700.0,
Adelie,Biscoe,37.6,17.0,185.0,3600.0,FEMALE
Adelie,Dream,43.2,18.5,,4100.0,
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE
Adelie,,,15.9,186.0,3050.0,FEMALE
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,
Chinstrap,Dream,52.0,20.7,210.0,4800.0,
,Dream,44.1,19.7,196.0,,MALE
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,MALE
Adelie,Dream,41.1,18.1,205.0,4300.0,MALE
Adelie,,36.0,17.1,187.0,3700.0,FEMALE
Adelie,,37.9,,193.0,2925.0,FEMALE
,Biscoe,42.6,13.7,,4950.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,
,Biscoe,40.9,,214.0,4650.0,FEMALE
Adelie,,39.1,18.7,181.0,3750.0,MALE
,Biscoe,35.0,17.9,190.0,3450.0,FEMALE
Adelie,Torgersen,38.8,17.6,191.0,,FEMALE
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE
Adelie,Torgersen,41.1,18.6,189.0,,MALE
Adelie,Dream,40.2,,193.0,3400.0,FEMALE
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE
Chinstrap,Dream,48.5,,,3400.0,MALE
,Biscoe,,13.7,208.0,3950.0,FEMALE
Gentoo,Biscoe,,13.7,208.0,3950.0,FEMALE
Gentoo,,45.4,14.6,211.0,4800.0,
Adelie,Biscoe,42.0,19.5,,4050.0,MALE
Adelie,Biscoe,,,190.0,4250.0,MALE
Adelie,,37.7,19.8,,3500.0,MALE
Gentoo,,46.9,14.6,222.0,4875.0,FEMALE
Adelie,Dream,37.0,,185.0,3400.0,FEMALE
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE
Gentoo,Biscoe,43.3,14.0,,4575.0,FEMALE
,Torgersen,,18.9,197.0,4150.0,MALE
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,MALE
Chinstrap,Dream,49.2,18.2,195.0,4400.0,MALE
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE
Adelie,,35.0,17.9,192.0,3725.0,FEMALE
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,
Adelie,Biscoe,39.7,17.7,,3200.0,FEMALE
,Biscoe,35.0,17.9,,3725.0,
Gentoo,Biscoe,,14.5,,,
,Biscoe,44.9,13.8,212.0,4750.0,FEMALE
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE
,Dream,45.7,17.0,195.0,3650.0,
Chinstrap,Dream,,19.5,196.0,3900.0,MALE
Adelie,,44.1,19.7,196.0,,MALE
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE
Adelie,Biscoe,35.0,17.9,,3450.0,FEMALE
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,
Chinstrap,,46.2,17.5,187.0,3650.0,FEMALE
Gentoo,Biscoe,,13.8,216.0,,
,Dream,42.4,,181.0,3600.0,FEMALE
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE
Adelie,Torgersen,44.1,18.0,210.0,4000.0,MALE
Adelie,Torgersen,37.3,20.5,,3775.0,MALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Adelie,Dream,,,190.0,3450.0,
Adelie,Torgersen,,,,,
Adelie,,35.5,17.5,,3700.0,FEMALE
Gentoo,,48.4,16.3,220.0,5400.0,MALE
Chinstrap,Dream,42.5,17.3,187.0,3350.0,FEMALE
Adelie,Torgersen,,20.6,190.0,3650.0,MALE
Gentoo,,59.6,17.0,230.0,6050.0,MALE
,Dream,58.0,17.8,181.0,3700.0,FEMALE
,,,13.4,209.0,,FEMALE
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE
Gentoo,Biscoe,,14.5,213.0,4400.0,
Adelie,,41.3,20.3,194.0,3550.0,MALE
Chinstrap,Dream,52.0,20.7,,4800.0,
Adelie,Torgersen,,17.9,190.0,3325.0,FEMALE
Adelie,,,,183.0,,MALE
Adelie,Biscoe,39.7,18.9,184.0,3550.0,MALE
Adelie,Torgersen,41.5,18.3,195.0,,MALE
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,FEMALE
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,FEMALE
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,MALE
Chinstrap,,55.8,19.8,207.0,4000.0,MALE
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE
Gentoo,Biscoe,49.6,16.0,,5700.0,MALE
Adelie,,36.4,17.0,,3325.0,FEMALE
,Dream,40.8,18.4,,3900.0,
Adelie,,41.1,19.1,,,MALE
Gentoo,Biscoe,44.5,14.3,216.0,,
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE
Adelie,Biscoe,38.1,16.5,198.0,,FEMALE
Gentoo,Biscoe,,15.1,209.0,5500.0,MALE
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE
Adelie,Dream,,19.7,,4400.0,MALE
Gentoo,Biscoe,45.5,13.7,,4650.0,FEMALE
Adelie,Biscoe,35.5,16.2,195.0,3350.0,FEMALE
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,
Adelie,Dream,36.6,18.4,184.0,3475.0,
Chinstrap,,,19.4,193.0,3800.0,MALE
Adelie,Torgersen,,17.4,,3800.0,FEMALE
,Torgersen,,19.0,199.0,4000.0,MALE
Chinstrap,Dream,45.2,17.8,198.0,3950.0,FEMALE
Gentoo,Biscoe,,15.9,,5350.0,MALE
Gentoo,Biscoe,44.0,,208.0,,FEMALE
Gentoo,Biscoe,50.0,,230.0,,MALE
Chinstrap,,42.4,17.3,181.0,,FEMALE
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE
Adelie,Torgersen,41.5,,195.0,,
Chinstrap,Dream,51.3,,,3750.0,MALE
Chinstrap,,51.3,19.2,193.0,3650.0,MALE
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,FEMALE
Gentoo,Biscoe,,,,,
,Biscoe,46.1,13.2,211.0,,FEMALE
Gentoo,,46.5,14.4,217.0,4900.0,
Chinstrap,Dream,50.5,19.6,201.0,4050.0,MALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
Adelie,Dream,36.0,,,3450.0,FEMALE
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,
Gentoo,Biscoe,54.3,15.7,,5650.0,MALE
,Biscoe,47.2,15.5,215.0,4975.0,FEMALE
,Biscoe,50.4,15.7,222.0,5750.0,MALE
Gentoo,,43.8,13.9,208.0,4300.0,FEMALE
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE
Adelie,,,,187.0,,FEMALE
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
Adelie,,39.7,17.7,193.0,3200.0,FEMALE
Chinstrap,Dream,58.0,17.8,181.0,3700.0,FEMALE
Adelie,Biscoe,41.4,18.6,,,MALE
Gentoo,Biscoe,45.7,,,4400.0,FEMALE
,,47.4,14.6,212.0,4725.0,FEMALE
Adelie,Biscoe,41.3,21.1,195.0,4400.0,MALE
Chinstrap,Dream,50.3,20.0,197.0,3300.0,MALE
Adelie,Dream,32.1,15.5,188.0,3050.0,FEMALE
Gentoo,Biscoe,43.8,,,4300.0,FEMALE
Gentoo,,,,220.0,5150.0,FEMALE
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,FEMALE
,Biscoe,35.0,17.9,190.0,3450.0,FEMALE
,,,15.7,217.0,4875.0,.
Adelie,Dream,37.5,18.9,179.0,,
Adelie,Biscoe,,17.2,199.0,3750.0,FEMALE
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE
Adelie,Dream,41.3,20.3,194.0,3550.0,MALE
Chinstrap,Dream,45.9,,190.0,,
,,,15.7,217.0,4875.0,.
,Biscoe,59.6,,,,MALE
Adelie,Biscoe,40.5,17.9,187.0,3200.0,FEMALE
Adelie,Torgersen,34.6,21.1,,4400.0,MALE
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,FEMALE
,Dream,53.5,19.9,,4500.0,MALE
Adelie,Dream,37.5,,179.0,2975.0,
Adelie,Torgersen,,18.6,189.0,3325.0,MALE
Gentoo,Biscoe,,15.6,221.0,5450.0,MALE
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,FEMALE
Adelie,Biscoe,35.7,16.9,185.0,,FEMALE
Chinstrap,Dream,51.3,18.2,,3750.0,MALE
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,
Adelie,Dream,34.0,17.1,,,FEMALE
Chinstrap,Dream,47.5,16.8,199.0,3900.0,
Gentoo,,50.1,15.0,225.0,,MALE
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,FEMALE
Chinstrap,Dream,50.2,18.7,198.0,3775.0,FEMALE
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,FEMALE
Chinstrap,Dream,,18.8,203.0,4100.0,MALE
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE
Adelie,Dream,37.5,18.5,,4475.0,MALE
Gentoo,,55.1,16.0,230.0,,MALE
,Torgersen,37.7,19.8,,3500.0,MALE
Adelie,Dream,,16.1,,2900.0,FEMALE
Gentoo,Biscoe,45.7,13.9,,4400.0,
Adelie,Dream,36.0,18.5,186.0,3100.0,FEMALE
,,,18.3,195.0,,
Chinstrap,Dream,45.7,17.3,,3600.0,FEMALE
Adelie,Dream,41.5,,,4000.0,
Adelie,Torgersen,38.5,17.9,190.0,3325.0,FEMALE
Adelie,Torgersen,35.9,16.6,190.0,3050.0,FEMALE
Chinstrap,Dream,52.0,20.7,210.0,4800.0,
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,
Adelie,,35.0,17.9,190.0,3450.0,FEMALE
Adelie,Dream,40.2,,200.0,3975.0,MALE
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,MALE
,Dream,,17.5,,,MALE
Adelie,,41.5,18.3,195.0,,MALE
Adelie,Torgersen,39.0,,191.0,3050.0,FEMALE
Gentoo,Biscoe,,15.2,,5700.0,MALE
,Dream,53.5,19.9,205.0,4500.0,
,Dream,49.6,,193.0,3775.0,
Chinstrap,,52.0,18.1,201.0,4050.0,MALE
Gentoo,,,,210.0,,FEMALE
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE
Adelie,Dream,38.1,17.6,,3425.0,FEMALE
Chinstrap,Dream,42.4,17.3,181.0,3600.0,FEMALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Adelie,,41.5,18.3,195.0,4300.0,MALE
Adelie,Torgersen,38.6,17.0,188.0,2900.0,
,Dream,,,205.0,4500.0,MALE
Gentoo,Biscoe,49.9,16.1,,5400.0,MALE
Adelie,,41.1,19.1,,,MALE
Gentoo,Biscoe,48.8,16.2,222.0,,MALE
Adelie,Dream,36.0,18.5,186.0,3100.0,FEMALE
Adelie,Dream,40.7,17.0,190.0,3725.0,MALE
Chinstrap,Dream,47.6,18.3,195.0,,
,,46.2,,209.0,,FEMALE
Adelie,,38.3,19.2,189.0,,MALE
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,MALE
Gentoo,Biscoe,50.5,15.9,,5400.0,MALE
Chinstrap,Dream,51.3,,,3750.0,MALE
Gentoo,Biscoe,50.5,,225.0,5400.0,MALE
Gentoo,Biscoe,48.5,,220.0,5300.0,MALE
Adelie,Dream,33.1,16.1,178.0,2900.0,
,,37.6,,185.0,3600.0,FEMALE
,,,18.3,195.0,,
Gentoo,Biscoe,50.0,15.3,220.0,,MALE
Adelie,Dream,39.2,21.1,196.0,4150.0,MALE
Adelie,,35.5,17.5,,3700.0,FEMALE
Gentoo,Biscoe,49.8,,230.0,5700.0,MALE
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,
Adelie,Torgersen,38.5,17.9,190.0,3325.0,
Adelie,Dream,37.3,16.8,192.0,3000.0,FEMALE
Gentoo,Biscoe,,13.7,210.0,4300.0,FEMALE
Gentoo,Biscoe,53.4,,219.0,5500.0,MALE
Gentoo,Biscoe,44.5,14.3,216.0,,
Adelie,,37.6,17.0,185.0,3600.0,FEMALE
Adelie,Dream,,18.4,195.0,,MALE
Adelie,Dream,36.4,,195.0,3325.0,FEMALE
Chinstrap,Dream,,18.2,197.0,3750.0,
Adelie,,39.5,17.4,,3800.0,FEMALE
Adelie,Dream,35.6,17.5,191.0,3175.0,FEMALE
Adelie,Torgersen,36.7,18.8,187.0,3800.0,FEMALE
,,,18.6,172.0,3150.0,FEMALE
,Biscoe,50.0,15.3,,5550.0,MALE
Adelie,Biscoe,35.0,,190.0,3450.0,FEMALE
Chinstrap,Dream,,20.0,,3300.0,MALE
,Biscoe,49.8,16.8,,,MALE
Adelie,Dream,40.8,18.9,208.0,4300.0,MALE
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE
Gentoo,,,15.7,208.0,5350.0,MALE
,Biscoe,,18.3,174.0,,FEMALE
Adelie,Biscoe,36.4,17.1,184.0,2850.0,FEMALE
,Torgersen,38.7,19.0,195.0,3450.0,
Adelie,Dream,37.5,18.5,,4475.0,MALE
Adelie,,46.0,21.5,194.0,,MALE
,Biscoe,45.1,14.4,210.0,,FEMALE
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,FEMALE
Adelie,Biscoe,37.6,17.0,185.0,3600.0,FEMALE
Chinstrap,Dream,,20.3,,3775.0,MALE
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,FEMALE
Adelie,Torgersen,46.0,21.5,194.0,4200.0,
Adelie,Torgersen,35.5,17.5,,3700.0,FEMALE
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE
Adelie,Dream,37.6,,181.0,3300.0,FEMALE
Chinstrap,Dream,47.5,16.8,199.0,3900.0,FEMALE
Gentoo,,47.3,,216.0,4725.0,
Gentoo,Biscoe,51.1,16.5,,5250.0,MALE
Adelie,Biscoe,39.6,17.7,186.0,3500.0,FEMALE
,Biscoe,43.5,14.2,220.0,4700.0,FEMALE
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE
Adelie,Torgersen,42.0,20.2,190.0,4250.0,
Adelie,,,,,3150.0,FEMALE
Gentoo,Biscoe,,13.7,214.0,,FEMALE
